County,State,Asian,Black,Hisp. Or Lat.,Native American,Other,White
Seminole County,Florida,3.7,11.1,17.1,0.3,3.6,78.2
Walton County,Florida,0.9,5.8,5.3,0.9,2.1,87.8
Ben Hill County,Georgia,0.7,34.6,5.8,0.3,3.8,59.2
Bryan County,Georgia,1.6,14.2,4.4,0.3,1.1,80.2
McCreary County,Kentucky,0.1,5.5,2.1,0.7,0.8,91.4
Marshall County,Kentucky,0.3,0.2,1.1,0.2,0.3,98.3
Menifee County,Kentucky,0.1,1.8,0.8,0.1,0.2,96.5
Nicholas County,Kentucky,0.2,0.6,1.4,0.1,0.5,97.9
Oldham County,Kentucky,1.3,4.3,3.5,0.3,1.3,91
Owsley County,Kentucky,0,0.3,0.8,0.3,0.2,98.7
Pulaski County,Kentucky,0.5,1.2,2.1,0.2,0.9,96.1
Scott County,Kentucky,0.9,5.2,4.2,0.3,1.9,89.9
Warren County,Kentucky,2.8,9.1,4.5,0.3,2,83.6
Wolfe County,Kentucky,0,0.1,0.6,0.3,0.2,98.8
Assumption Parish,Louisiana,0.2,30.5,2.1,0.6,1,66.8
Caldwell Parish,Louisiana,0.2,17.2,2.2,0.2,0.4,81.1
East Baton Rouge Parish,Louisiana,2.8,45.3,3.7,0.2,1.4,48.8
Evangeline Parish,Louisiana,0.3,28.3,2.3,0.3,1,69
La Salle Parish,Louisiana,0.2,11.9,2.2,1,0.7,85.2
Natchitoches Parish,Louisiana,0.3,41.4,1.9,1,0.9,54.3
Columbia County,Washington,0.6,0.3,6.2,1.4,1.7,93
Douglas County,Washington,0.7,0.3,28.7,1.1,15.6,79.6
Garfield County,Washington,1.7,0,4,0.3,2.3,93.8
Island County,Washington,4.4,2.2,5.5,0.8,1.5,86.1
Jefferson County,Washington,1.6,0.8,2.8,2.3,0.7,91
Kittitas County,Washington,2,0.9,7.6,1,3.7,89.3
Klickitat County,Washington,0.6,0.2,10.7,2.4,5.6,87.7
Lamoille County,Vermont,0.5,0.6,1.3,0.4,0.3,96.7
Orange County,Vermont,0.5,0.4,1,0.3,0.3,97
Washington County,Vermont,0.8,0.7,1.7,0.3,0.3,96.1
Windham County,Vermont,1,0.9,1.8,0.3,0.5,95.3
Alleghany County,Virginia,0.2,4.7,1.1,0.2,0.3,93.2
Appomattox County,Virginia,0.2,20.1,1.1,0.2,0.3,77.5
Arlington County,Virginia,9.6,8.5,15.1,0.5,5.9,71.7
Augusta County,Virginia,0.5,4,2.1,0.2,0.7,93.4
Bland County,Virginia,0.3,3.3,0.6,0,0.1,95.5
Brunswick County,Virginia,0.3,57.3,1.7,0.2,0.8,40.4
Campbell County,Virginia,1,14.2,1.7,0.3,0.8,82.1
Charles City County,Virginia,0.3,48.4,1.2,7.1,0.6,40.9
Catoosa County,Georgia,1.2,2.2,2.3,0.3,1,93.6
Clinch County,Georgia,0.2,27.7,3.5,0.6,2.6,67.4
Dade County,Georgia,0.7,0.9,1.8,0.4,0.6,96
Dooly County,Georgia,0.6,49.9,5.8,0.1,2.8,45.6
Early County,Georgia,0.3,49.6,1.6,0.4,0.5,48.4
Forsyth County,Georgia,6.2,2.6,9.4,0.3,3.8,85.4
Apache County,Arizona,0.3,0.2,5.8,72.9,1.3,23.3
Gila County,Arizona,0.5,0.4,17.9,14.8,5.3,76.8
Pima County,Arizona,2.6,3.5,34.6,3.3,12.3,74.3
Bradley County,Arkansas,0.2,27.6,13.2,0.5,10.1,60.3
Cleburne County,Arkansas,0.2,0.3,2,0.5,0.8,96.8
Cross County,Arkansas,0.5,22.2,1.5,0.3,0.5,75.5
Dallas County,Arkansas,0.1,41.9,2.3,0.4,1.2,55.2
Red River Parish,Louisiana,0.1,39.5,1.1,0.4,0.3,59
St. Tammany Parish,Louisiana,1.3,11.4,4.7,0.5,1.4,83.6
Clay County,Iowa,0.6,0.4,2.9,0.2,1.2,96.5
Clayton County,Iowa,0.2,0.3,1.7,0.1,0.6,97.8
Dallas County,Iowa,2.5,1.4,6.1,0.2,2.1,92.2
Des Moines County,Iowa,0.7,5.1,2.6,0.2,0.6,91
Greene County,Iowa,0.3,0.3,1.8,0.3,0.9,97.6
Hancock County,Iowa,0.4,0.5,3.5,0.1,1.4,96.6
Humboldt County,Iowa,0.3,0.4,3.6,0.2,2.1,96
Jasper County,Iowa,0.4,1.3,1.5,0.3,0.4,96.7
Louisa County,Iowa,0.9,0.5,15.8,0.3,6.5,90.2
Mitchell County,Iowa,0.3,0.2,1,0.1,0.4,98.6
Palo Alto County,Iowa,0.3,0.5,1.6,0.2,0.3,97.8
Poweshiek County,Iowa,1.4,1.2,2.4,0.3,0.8,94.9
Shelby County,Iowa,0.4,0.3,1.8,0.2,0.6,97.9
Wapello County,Iowa,0.7,1.4,9.1,0.5,3.7,92.1
Webster County,Iowa,0.6,3.8,3.8,0.3,1.1,92.3
Wright County,Iowa,0.2,0.4,9.6,0.2,2.7,94.8
Pacific County,Washington,2,0.4,8,2.3,4.4,87.4
Pend Oreille County,Washington,0.6,0.4,3,3.8,0.7,91.6
Skagit County,Washington,1.8,0.7,16.9,2.2,8.7,83.4
Stevens County,Washington,0.5,0.3,2.7,5.5,0.7,89.4
Thurston County,Washington,5.2,2.7,7.1,1.4,2.2,82.4
Walla Walla County,Washington,1.3,1.8,19.7,1,8,84.5
Charlotte County,Virginia,0.2,29.8,1.9,0.3,1.1,67.3
Chesterfield County,Virginia,3.3,21.9,7.2,0.4,3.4,68.3
Craig County,Virginia,0.2,0.1,0.7,0.2,0.1,98.7
Dickenson County,Virginia,0.1,0.3,0.5,0.2,0.2,98.8
Fauquier County,Virginia,1.3,8.2,6.4,0.4,2.4,85.3
Franklin County,Virginia,0.4,8.1,2.5,0.3,1.4,88.5
Frederick County,Virginia,1.2,4.1,6.6,0.3,3,89.3
Gloucester County,Virginia,0.8,8.7,2.5,0.4,0.6,87.2
Greensville County,Virginia,0.3,59.8,1.4,0.2,0.3,38.5
Henry County,Virginia,0.4,21.9,4.7,0.2,3,72.9
James City County,Virginia,2.2,13.1,4.5,0.3,1.4,80.3
Greene County,Arkansas,0.3,0.6,2.1,0.5,0.9,96.4
Izard County,Arkansas,0.3,1.3,1.5,0.8,0.6,95.8
Lincoln County,Arkansas,0.2,29.9,3.2,0.3,2.1,66.6
Monroe County,Arkansas,0.4,40.9,1.6,0.4,0.9,56.3
Pike County,Arkansas,0.5,2.9,6.4,0.6,4.3,90
Prairie County,Arkansas,0.1,12.2,0.9,0.3,0.1,86.4
Sharp County,Arkansas,0.3,0.5,1.7,1,0.4,96
Webster County,Georgia,0.3,42.3,3.5,0,2.4,54
White County,Georgia,0.5,1.7,2.4,0.5,0.8,95.1
Wilcox County,Georgia,0.5,35.1,3.7,0.2,1.6,61.7
Kalawao County,Hawaii,7.8,0,1.1,0,1.1,26.7
Bannock County,Idaho,1.3,0.8,6.7,3.2,2.1,89.8
Canyon County,Idaho,0.8,0.6,23.9,1.1,11.4,83
Elmore County,Idaho,2.8,2.7,15.2,1,6.8,82.2
Brown County,Kansas,0.3,1.2,3.1,9.3,0.9,85.1
Cheyenne County,Kansas,0.7,0.1,5.2,0.2,0.6,97.7
Gratiot County,Michigan,0.3,5.5,5.4,0.5,1.7,90.6
Houghton County,Michigan,2.9,0.5,1.1,0.6,0.2,94.5
Ingham County,Michigan,5.2,11.8,7.3,0.6,2.3,76.2
Iosco County,Michigan,0.5,0.5,1.6,0.7,0.4,96.4
Lapeer County,Michigan,0.3,1,4.1,0.5,1.2,95.5
Mecosta County,Michigan,0.7,2.5,1.7,0.6,0.4,93.7
Montcalm County,Michigan,0.4,2.3,3.1,0.5,0.9,94.3
Ogemaw County,Michigan,0.4,0.2,1.4,0.7,0.2,97.1
Oscoda County,Michigan,0.1,0.2,0.9,0.6,0.2,97.7
Saginaw County,Michigan,1.1,19,7.8,0.4,2.4,74.6
Van Buren County,Michigan,0.4,4.1,10.2,0.9,5.2,86.7
Becker County,Minnesota,0.4,0.4,1.2,7.6,0.3,88.4
Brown County,Minnesota,0.6,0.2,3.3,0.1,0.9,97.5
Clay County,Minnesota,1.4,1.4,3.5,1.4,0.9,92.7
Freeborn County,Minnesota,0.8,0.7,8.8,0.2,3.4,93.2
Navajo County,Arizona,0.5,0.9,10.8,43.4,3.4,49.3
Santa Cruz County,Arizona,0.5,0.4,82.8,0.7,22.9,73.5
Yavapai County,Arizona,0.8,0.6,13.6,1.7,4.9,89.3
Baxter County,Arkansas,0.4,0.2,1.7,0.6,0.5,96.9
Benton County,Arkansas,2.9,1.3,15.5,1.7,8.6,82.6
Chicot County,Arkansas,0.5,54.1,4.6,0.2,3.2,41.2
Cleveland County,Arkansas,0.1,12.2,1.7,0.3,0.9,85.8
Craighead County,Arkansas,1.1,13.1,4.4,0.4,2.4,81.2
Christian County,Illinois,0.5,1.4,1.4,0.1,0.4,96.6
Clinton County,Illinois,0.4,3.5,2.8,0.2,1.2,93.4
Clark County,Nevada,8.7,10.5,29.1,0.7,13.5,60.9
Lander County,Nevada,0.4,0.3,21.1,4.2,8.6,84
Lyon County,Nevada,1.4,0.8,14.8,2.5,6.4,85
Nye County,Nevada,1.3,2,13.6,1.6,5.2,85.9
Washoe County,Nevada,5.2,2.3,22.2,1.7,9.5,76.9
Carroll County,New Hampshire,0.6,0.3,1,0.3,0.2,97.5
McIntosh County,North Dakota,0.4,0.2,1.4,0.4,0.2,98.1
Morton County,North Dakota,0.2,0.4,1.5,3.6,0.4,93.6
Oliver County,North Dakota,0.2,0.2,1,1.5,0.2,97.3
Ramsey County,North Dakota,0.4,0.4,1.2,8.7,0.2,87.7
Sioux County,North Dakota,0.1,0.2,2,84.1,0.1,12.6
Ward County,North Dakota,0.9,2.5,3,2.6,0.7,90.3
Williams County,North Dakota,0.4,0.3,1.9,4,0.3,92.1
Ashtabula County,Ohio,0.4,3.5,3.4,0.2,1.1,92.7
Northumberland County,Pennsylvania,0.4,2,2.4,0.2,1,95.4
Schuylkill County,Pennsylvania,0.5,2.7,2.8,0.1,1.3,94.4
Union County,Pennsylvania,1.2,7.4,5.2,0.4,1.8,87.7
Westmoreland County,Pennsylvania,0.7,2.3,0.9,0.1,0.2,95.3
Bristol County,Rhode Island,1.4,0.8,2,0.2,0.4,95.7
La Paz County,Arizona,0.5,0.6,23.5,12.8,12.5,69.8
Cook County,Illinois,6.2,24.8,24,0.4,10.6,55.4
Anderson County,South Carolina,0.8,16,2.9,0.3,1.3,80.1
Beaufort County,South Carolina,1.2,19.3,12.1,0.3,5.2,71.9
Coos County,New Hampshire,0.5,0.4,1.2,0.4,0.3,96.9
Dorchester County,South Carolina,1.5,25.8,4.4,0.7,1.4,67.8
Florence County,South Carolina,1.2,41.3,2.2,0.3,1.1,54.9
Georgetown County,South Carolina,0.5,33.6,3.1,0.2,1.6,63.2
Lee County,South Carolina,0.3,64.3,1.7,0.3,0.8,33.4
Marion County,South Carolina,0.5,55.9,2.4,0.4,1.3,40.6
Oconee County,South Carolina,0.6,7.6,4.5,0.2,2.3,87.8
Clermont County,Ohio,1,1.2,1.5,0.2,0.4,95.9
York County,South Carolina,1.5,19,4.5,0.9,1.9,74.8
Bon Homme County,South Dakota,0.1,1,1.8,7.1,0.6,89.8
Buffalo County,South Dakota,0.1,0.2,1.8,84,0,14.8
Campbell County,South Dakota,0.3,0.1,1.4,0.3,0.2,98.3
Corson County,South Dakota,0.3,0.1,2.6,67,0.3,29.7
Deuel County,South Dakota,0.1,0.3,2,0.3,1,97.5
Grant County,South Dakota,0.3,0.1,2.3,0.5,1.1,97.1
Gregory County,South Dakota,0.3,0.2,0.9,7.5,0.2,89.6
Lawrence County,South Dakota,0.7,0.4,2.5,2,0.5,94.4
Washington County,Rhode Island,1.6,1.2,2.4,0.9,0.7,93.8
McPherson County,South Dakota,0.2,0,1,0,0.2,98.2
Minnehaha County,South Dakota,1.5,3.8,4.1,2.5,1.8,88.1
Perkins County,South Dakota,0.1,0.1,0.7,1.3,0.5,96.9
Roberts County,South Dakota,0.2,0.1,1.2,34.5,0.4,61.7
Tripp County,South Dakota,0.2,0.1,1.1,14,0.2,83.1
Yankton County,South Dakota,0.5,1.5,2.7,2.5,1.1,92.8
Campbell County,Tennessee,0.3,0.3,1.2,0.3,0.4,97.7
Charleston County,South Carolina,1.3,29.8,5.4,0.3,2.7,64.2
Cumberland County,Tennessee,0.4,0.3,2.3,0.3,1.1,96.8
Dickson County,Tennessee,0.5,4.1,3.2,0.3,1.4,91.8
Dyer County,Tennessee,0.5,14.3,2.6,0.2,1.2,82
Giles County,Tennessee,0.4,10.2,1.6,0.3,0.6,86.4
Hamilton County,Tennessee,1.8,20.2,4.5,0.3,2,73.9
Hardin County,Tennessee,0.4,3.4,1.9,0.3,0.6,93.7
Henry County,Tennessee,0.3,8,1.7,0.3,0.6,89.2
Jefferson County,Tennessee,0.4,2,3.1,0.3,1.4,94.5
Johnson County,Tennessee,0.2,2.1,1.5,0.2,0.4,96.2
Union County,South Carolina,0.3,31.3,1,0.2,0.3,66.6
McMinn County,Tennessee,0.7,4,2.8,0.3,1.2,91.7
Marion County,Tennessee,0.4,3.6,1.3,0.4,0.6,93.9
Meigs County,Tennessee,0.2,1,1.5,0.5,0.6,96.5
Monroe County,Tennessee,0.3,2.1,3.3,0.5,1.8,93.6
Perry County,Tennessee,0.2,1.5,1.7,0.6,0.4,95.8
Putnam County,Tennessee,1.2,2,5.3,0.4,2.8,92
Robertson County,Tennessee,0.5,7.4,5.9,0.4,2.8,87.4
Sequatchie County,Tennessee,0.3,0.1,3.3,0.4,1.9,96
Shelby County,Tennessee,2.3,52.1,5.6,0.2,3.3,40.6
Sullivan County,Tennessee,0.6,2.1,1.5,0.3,0.6,95.1
Wayne County,Tennessee,0.2,5.7,1.6,0.3,0.5,92.3
Lincoln County,South Dakota,1,0.7,1.2,0.5,0.3,96.1
Kay County,Oklahoma,0.5,2.1,6.4,9.6,2.6,80.2
Le Flore County,Oklahoma,0.5,2.1,6.9,12.3,4,75.1
McCurtain County,Oklahoma,0.3,8.7,4.7,15.1,2.4,67.1
Murray County,Oklahoma,0.4,1.3,4.9,12.1,1.9,78
Nowata County,Oklahoma,0.1,2,2.3,19.1,0.5,69
Okmulgee County,Oklahoma,0.3,8.7,3.2,16.3,0.8,65.8
Osage County,Oklahoma,0.3,11.4,2.9,14.4,0.8,66
Rogers County,Oklahoma,1.1,1,3.7,13.1,1.4,75.3
Stephens County,Oklahoma,0.5,1.9,6.2,5.1,2.6,85.1
Cocke County,Tennessee,0.3,1.9,1.8,0.4,0.6,95.1
Woods County,Oklahoma,0.9,3.3,4.8,2.4,2.3,88.4
Baker County,Oregon,0.5,0.4,3.3,1.1,1,94.6
Clatsop County,Oregon,1.2,0.5,7.7,1,3.3,90.9
Curry County,Oregon,0.7,0.3,5.4,1.9,1.3,92
San Patricio County,Texas,0.8,1.7,54.4,0.6,8.5,85.9
Lauderdale County,Tennessee,0.2,34.9,2,0.6,0.9,62
Taylor County,Texas,1.6,7.4,22.1,0.7,7.6,79.4
Terrell County,Texas,0.4,0.7,47.5,0.9,12.3,84.1
Tyler County,Texas,0.2,11,6.8,0.5,4.6,82.4
Val Verde County,Texas,0.5,1.5,80.2,0.5,10.4,85
Jackson County,Oregon,1.2,0.7,10.7,1.2,4.5,88.7
Klamath County,Oregon,0.9,0.7,10.4,4.1,4.1,85.9
Lane County,Oregon,2.4,1,7.4,1.2,2.8,88.3
Linn County,Oregon,1,0.5,7.8,1.3,3.3,90.6
Morrow County,Oregon,0.9,0.5,31.3,1.2,16.9,77.7
Jackson County,Oklahoma,1.2,7.5,20.9,1.8,11.6,72.8
Tillamook County,Oregon,0.9,0.3,9,1,3.6,91.5
Wallowa County,Oregon,0.3,0.4,2.2,0.6,0.5,96
Jefferson County,Texas,3.4,33.8,17,0.5,8.1,52.2
Kendall County,Texas,0.6,0.5,20.4,0.6,5.7,90.7
Kenedy County,Texas,0.2,1.2,76.7,1.4,6.7,87.5
Texas County,Oklahoma,1.6,1.6,42,1.3,16.9,75.7
Liberty County,Texas,0.5,10.8,18,0.6,9,77.2
Lipscomb County,Texas,0.3,0.8,30.5,1.1,9.4,86.2
Webb County,Texas,0.6,0.5,95.7,0.4,9.1,88
Wilbarger County,Texas,0.7,8,25.9,1.1,9.4,78.2
Winkler County,Texas,0.2,2.2,53.8,1,19.8,73.7
Yoakum County,Texas,0.4,0.9,58.7,0.7,20.8,74.5
Beaver County,Utah,1.1,0.2,10.8,1.1,6.9,89
Box Elder County,Utah,0.9,0.3,8.3,0.8,3.8,91.8
Emery County,Utah,0.3,0.2,6,0.7,3.8,93.9
Kane County,Utah,0.4,0.2,3.7,1.5,0.9,95.7
Yamhill County,Oregon,1.5,0.9,14.7,1.5,7.2,85.4
Allegheny County,Pennsylvania,2.8,13.2,1.6,0.1,0.5,81.5
Grayson County,Texas,0.9,5.9,11.3,1.5,5.2,83.9
Hardeman County,Texas,0.3,5.9,21.5,0.6,5.1,85.5
Harris County,Texas,6.2,18.9,40.8,0.7,14.3,56.6
Hood County,Texas,0.6,0.5,10.2,0.7,4.1,92.6
Houston County,Texas,0.4,26,10,0.4,4.7,67
Hudspeth County,Texas,0.5,1.4,79.6,1.1,16.1,78.8
Multnomah County,Oregon,6.5,5.6,10.9,1.1,5.1,76.5
Matagorda County,Texas,2,11.4,38.3,0.7,12.3,71.2
Montague County,Texas,0.3,0.3,9.8,0.9,3.6,93.2
Newton County,Texas,0.4,20.1,2.8,0.6,0.6,76.9
Parmer County,Texas,0.2,1.2,60,1,17.7,77.6
Pecos County,Texas,0.5,3.7,67.3,0.8,13.5,79.4
Reagan County,Texas,0.2,2.1,60.9,0.6,18.2,77.1
Red River County,Texas,0.2,17.4,6.6,1,3.2,76.5
Hancock County,Indiana,0.8,2.1,1.7,0.2,0.4,95.2
Lamar County,Texas,0.6,13.5,6.5,1.4,2.5,79.3
Jefferson County,Indiana,0.7,1.7,2.3,0.2,0.9,95.2
Knox County,Indiana,0.6,2.6,1.5,0.2,0.5,94.9
Lake County,Indiana,1.2,25.9,16.7,0.3,5.8,64.4
Miami County,Indiana,0.3,4.5,2.5,0.9,0.6,91.8
Morgan County,Indiana,0.4,0.3,1.2,0.3,0.3,97.7
Orange County,Indiana,0.3,0.9,1,0.3,0.3,97
Perry County,Indiana,0.4,2.4,1,0.2,0.3,96
Pike County,Kentucky,0.5,0.5,0.7,0.1,0.2,98
Russell County,Kentucky,0.2,0.5,3.3,0.3,1.6,96.5
Simpson County,Kentucky,0.7,9.4,1.9,0.2,0.6,87.3
Trimble County,Kentucky,0.4,0.3,2.5,0.4,1.2,96.4
Iron County,Utah,0.8,0.5,7.7,2.2,3.3,90.7
Martin County,Texas,0.3,1.6,43.5,0.6,10.9,84.7
Acadia Parish,Louisiana,0.2,18.1,1.7,0.3,0.6,79.5
Avoyelles Parish,Louisiana,0.3,29.5,1.4,1.2,0.4,67
Bossier Parish,Louisiana,1.6,20.9,6,0.5,2.4,72.2
Caddo Parish,Louisiana,1.1,47.2,2.4,0.4,0.8,49
Cook County,Minnesota,0.5,0.3,1.1,8.6,0.3,88.1
Goodhue County,Minnesota,0.6,1,2.9,1.2,1.1,94.6
Starr County,Texas,0.2,0.1,95.7,0.1,3,96.1
Harrison County,Indiana,0.4,0.5,1.5,0.2,0.5,97.4
Jackson County,Minnesota,1.4,0.5,2.7,0.2,1.2,95.8
Lake County,Minnesota,0.3,0.1,0.7,0.5,0.1,97.7
Marshall County,Minnesota,0.2,0.3,3.6,0.5,1.6,96.6
Cheboygan County,Michigan,0.3,0.5,0.8,3,0.1,93.5
Rush County,Indiana,0.3,0.8,1.1,0.2,0.5,97.4
St. Joseph County,Indiana,1.9,12.7,7.3,0.4,3.4,78.7
Spencer County,Indiana,0.3,0.5,2.5,0.2,1.3,96.9
Tippecanoe County,Indiana,6.2,4,7.5,0.3,3.3,84
Union County,Kentucky,0.3,12,1.6,0.2,0.4,85.5
Wabash County,Indiana,0.4,0.5,2.1,0.7,0.7,96.6
Washington County,Indiana,0.3,0.2,1.1,0.2,0.3,98.1
Wayne County,Indiana,0.8,5,2.6,0.2,1.1,90.2
Allamakee County,Iowa,0.2,0.8,5.3,0.3,2,96
Buchanan County,Iowa,0.4,0.3,1.2,0.2,0.2,97.8
Carroll County,Iowa,0.4,0.4,1.6,0.1,0.9,97.3
Concordia Parish,Louisiana,0.2,40.9,1,0.3,0.3,57.4
East Feliciana Parish,Louisiana,0.3,44.9,1,0.3,0.2,53.2
Houston County,Minnesota,0.5,0.5,0.7,0.2,0.1,97.6
Lafourche Parish,Louisiana,0.7,13.2,3.8,2.8,2,79.4
Nobles County,Minnesota,5.5,3.5,22.5,0.5,12.8,75.8
Pine County,Minnesota,0.4,2,2.4,3.1,0.6,91.9
Polk County,Minnesota,0.7,0.9,5.4,1.4,1.6,93.3
Rock County,Minnesota,0.5,0.6,2,0.4,0.6,96.7
Vanderburgh County,Indiana,1.1,9.1,2.2,0.2,1,86.2
Wabasha County,Minnesota,0.4,0.4,2.7,0.2,1.1,96.9
Washington County,Minnesota,5.1,3.6,3.4,0.5,1,87.8
Grand Traverse County,Michigan,0.7,1.2,2.2,1.2,0.6,94.7
Mississippi County,Missouri,0.2,24,1.6,0.2,0.6,74.1
Iberia Parish,Louisiana,2.4,32,3.1,0.4,1.5,62.2
Nodaway County,Missouri,1.6,2.4,1.3,0.2,0.3,94.5
Hancock County,Georgia,0.5,74.1,1.5,0.4,0.1,24.4
Hart County,Georgia,0.9,18.7,3.1,0.1,1.7,77.4
Irwin County,Georgia,0.6,25.9,2.4,0,1.1,71.4
Jeff Davis County,Georgia,0.5,14.8,10.5,0.2,7.3,76.1
Johnson County,Georgia,0.2,35,1.9,0.2,0.7,63.1
Lee County,Georgia,2.2,18.6,2,0.3,0.6,76.9
Liberty County,Georgia,2,42.2,9.7,0.6,2.9,47.1
Lowndes County,Georgia,1.5,35.8,4.8,0.4,2,58.1
St. Louis County,Minnesota,0.9,1.4,1.2,2.2,0.2,93
Montgomery County,Georgia,0.3,26.3,5.3,0.1,3.3,69
Murray County,Georgia,0.3,0.6,13,0.4,7.9,89.1
Orleans Parish,Louisiana,2.9,60.2,5.2,0.3,1.9,33
New Madrid County,Missouri,0.4,15.8,1.1,0.2,0.3,81.7
Adams County,Mississippi,0.4,53.5,6.7,0.3,1.7,42.7
Chickasaw County,Mississippi,0.3,42.1,3.7,0.1,2.5,54
Clarke County,Mississippi,0.2,34.4,0.8,0.4,0.3,64.2
Copiah County,Mississippi,0.3,50.9,2.6,0.2,1.6,46.3
DeSoto County,Mississippi,1.3,21.9,5,0.3,2.8,72.2
Hancock County,Mississippi,1,7.1,3.3,0.5,0.8,88.4
Harrison County,Mississippi,2.8,22.1,5.3,0.5,2.1,69.7
Issaquena County,Mississippi,0.4,64.4,0.6,0.2,0.1,34.6
Meriwether County,Georgia,0.6,39.1,1.6,0.4,0.7,57.9
Platte County,Missouri,2.3,5.9,5,0.5,1.3,87.2
Putnam County,Missouri,0.5,0.2,0.7,0.1,0.1,98.2
Reynolds County,Missouri,0.2,0.7,1,0.6,0.2,96.7
St. Charles County,Missouri,2.2,4.1,2.8,0.2,0.9,90.7
St. Louis County,Missouri,3.5,23.3,2.5,0.2,0.9,70.3
Shannon County,Missouri,0.2,0.2,1.6,0.9,0.4,96
Stone County,Missouri,0.3,0.2,1.7,0.6,0.4,97.2
Vernon County,Missouri,0.5,0.5,1.6,0.7,0.4,96.5
Worth County,Missouri,0.3,0.6,1.1,0.2,0.6,97.7
Pulaski County,Georgia,0.9,31.8,3.9,0.3,1.9,63.9
Rabun County,Georgia,0.7,1,8,0.4,3,93.3
St. Bernard Parish,Louisiana,1.9,17.7,9.2,0.7,2.7,74
Spalding County,Georgia,0.9,32.8,3.8,0.3,1.6,62.7
Sumter County,Georgia,1.3,51.8,5.2,0.3,3.2,42.2
Tattnall County,Georgia,0.4,29.3,9.8,0.3,6,62.7
Terrell County,Georgia,0.3,61.2,1.7,0.2,0.8,36.6
Toombs County,Georgia,0.7,24.9,11.2,0.3,7.4,65.1
Towns County,Georgia,0.4,0.4,2,0.3,0.6,97.7
Walker County,Georgia,0.4,4.1,1.6,0.3,0.6,93
Pettis County,Missouri,0.6,3,7.2,0.4,4,89.7
Cowley County,Kansas,1.6,2.8,9.1,2,3.9,86.2
St. Mary Parish,Louisiana,1.7,32.5,5.3,1.8,2.6,59.3
Terrebonne Parish,Louisiana,1,18.9,4,5.7,2,70.3
Dickinson County,Iowa,0.4,0.2,1.1,0.1,0.2,98.3
Fremont County,Iowa,0.3,0.5,2.5,0.3,1.1,96.9
Hardin County,Iowa,0.5,1.2,3.7,0.2,1.2,95.8
Rockdale County,Georgia,1.8,46.4,9.5,0.3,4.5,44.8
Van Buren County,Iowa,0.5,0.2,1.2,0.1,0.2,98.3
Somerset County,Maine,0.6,0.4,0.8,0.5,0.1,97.1
York County,Maine,1.1,0.6,1.3,0.3,0.3,96.4
Warren County,Georgia,0.4,61.7,0.9,0.2,0.2,36.9
Winn Parish,Louisiana,0.3,30.7,1.6,0.7,0.5,66.8
Androscoggin County,Maine,0.7,3.6,1.5,0.4,0.4,92.8
Aroostook County,Maine,0.4,0.6,0.9,1.7,0.2,95.7
Cumberland County,Maine,2,2.4,1.8,0.3,0.6,92.8
Harrison County,Iowa,0.3,0.2,1.2,0.3,0.2,98.2
Flathead County,Montana,0.6,0.2,2.3,1.1,0.4,95.5
Glacier County,Montana,0.2,0.1,1.8,65.6,0.2,31.1
Hill County,Montana,0.4,0.3,2.3,21.7,0.3,73.9
Dickinson County,Kansas,0.3,0.8,3.9,0.5,1,95.1
Doniphan County,Kansas,0.2,3.1,2.1,1,0.4,93.1
Ford County,Kansas,1.4,2.1,51.2,1,17.2,75.3
Gove County,Kansas,0.4,0.3,1.6,0.1,0.4,98.2
Greeley County,Kansas,0.3,0.5,13.7,0.6,5.5,91.7
Hodgeman County,Kansas,0.4,1,6.2,0.2,2.5,94.3
Jewell County,Kansas,0.2,0.2,2,0.6,0.4,97.3
Kiowa County,Kansas,0.6,0.7,3.9,0.9,1.1,95.6
Baltimore County,Maryland,5,26.1,4.2,0.3,1.6,64.6
Meagher County,Montana,0.3,0.1,1.5,0.3,0.1,97.9
Missoula County,Montana,1.1,0.4,2.6,2.6,0.4,92.7
Petroleum County,Montana,0,0,1,0,0,98.8
Powder River County,Montana,0.2,0.1,1.4,1.5,1.1,95
Prairie County,Montana,0.5,0,1.4,0.2,0.2,96.4
Lincoln County,Maine,0.5,0.3,0.8,0.3,0.1,97.6
Beaverhead County,Montana,0.4,0.2,3.7,1.4,1.2,94.8
Carter County,Montana,0.1,0.1,0.7,0.9,0.3,97.8
Daniels County,Montana,0.2,0.2,1.5,2.1,0.1,95.7
Fallon County,Montana,0.6,0.1,1.2,0.4,0.2,97.4
Leavenworth County,Kansas,1.3,9.4,5.7,0.8,1.3,83.8
Linn County,Kansas,0.3,0.4,1.9,0.7,0.6,96.4
Meade County,Kansas,0.4,0.7,14.8,0.8,3.8,92.7
Kossuth County,Iowa,0.4,0.3,1.4,0.1,0.5,97.9
Lee County,Iowa,0.5,3.1,3,0.2,0.7,93.5
Marshall County,Iowa,1.3,1.7,17.3,0.5,5.6,88.7
Monona County,Iowa,0.2,0.4,1.2,1,0.3,97.1
Muscatine County,Iowa,0.8,1.4,15.9,0.3,6.5,89
Page County,Iowa,0.7,2.2,2.7,0.5,0.7,94.4
Pottawattamie County,Iowa,0.6,1.4,6.6,0.5,2.7,92.9
Scott County,Iowa,2,7.1,5.6,0.3,1.5,86.1
Taylor County,Iowa,0.3,0.2,5.8,0.1,2.3,96.1
Fairfield County,Connecticut,4.6,10.8,16.9,0.3,6.8,74.8
